label,news
false,"governor christie also remains the only governor since world war ii, among both democrats and republicans, who failed to have his party win control of at least one legislative body over the course of his term."
false,sixty-percent of the state retirees...dont get social security.
false,"over 73% of all donations raised (from the als ice bucket challenge) are going to fundraising, overhead, executive salaries, and external donations."
true,"if you go strictly by the numbers, crime is down across the board. last year we had a 10 percent decrease in the most serious crimes."
true,sunday liquor sales could generate $3.4 million to $4.8 million a year in additional sales tax revenue for georgia.
true,"says the 2010-11 new hampshire budget ended with an $18 million surplus, while the republican-led 2012-13 budget has a $40 million deficit."
false,"says barack obama was silent on iran when the students took to the streets in tehran and the people there protested, (and) the green revolution occurred."
true,"no candidate has run more negative ads in american history than barack obama did in 2008, especially in the general."
false,inner-city crime is reaching record levels.
true,the right-to-work states have much lower level of unemployment than the union states do.
